,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
33004,0.0,11097000.0,84858,tt1849718,hi,agneepath,"in a small indian village mandwa, vijay dinanath chauhan is taught about the path of fire (agneepath) by his principled father. his life is shattered when the evil drug lord kancha cheena hangs his father. vijay leaves for mumbai with his pregnant mother, and takes an oath that he will return back to mandwa and take revenge against cheena. in mumbai, vijay is taken under the wings of the drug lord rauf lala. fifteen years later, his hatred for kancha takes him back to mandwa.",2.589507,2012-01-25,49028000,174.0,Released,6.3,46.0,independent Movie,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.0554352819128268,False,289.8,dharma productions,no producer,3,3.4181310264035325
33005,0.0,6400000.0,118051,tt2168910,hi,cocktail,"gautam is an incorrigible flirt, who runs after every girl he sees. meera is a pretty girl with desi values and attire, who comes to london from delhi for a fresh start. veronica is the spoilt bombshell who loves partying and drinking. though different from each other, these three are perfect friends staying under one roof until friendship becomes confusing, and love becomes complicated.",7.950488,2012-07-13,18800000,144.0,Released,6.2,38.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.836846427670307,False,235.6,eros international,illuminati films pvt ltd,1,1.9375
33006,0.0,15000000.0,253450,tt3508840,zh,刺客聶隱娘,a female assassin during the tang dynasty who begins to question her loyalties when she falls in love with one of her targets.,6.294815,2015-08-27,632542,105.0,Released,6.6,158.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5612762036850634,False,1042.8,media asia films,sil-metropole organisation,1,-0.9578305333333333
33011,0.0,25000000.0,296100,tt3530002,en,the night before,"in new york city for their annual tradition of christmas eve debauchery, three lifelong best friends set out to find the holy grail of christmas parties since their yearly reunion might be coming to an end.",8.62,2015-11-20,52395996,101.0,Released,6.1,548.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.2638659055973407,False,3342.7999999999997,sony pictures,point grey pictures,1,1.09583984
33022,0.0,55000000.0,253412,tt2719848,en,everest,"inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",8.62,2015-09-10,203427584,121.0,Released,6.7,1805.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.3042542374432178,False,12093.5,universal pictures,working title films,1,2.6986833454545454
33038,0.0,40000000.0,334298,tt3781476,zh,捉妖记,young monster kids try to make peace between the world of humans and the world of the monsters.,5.361771,2015-07-16,385284817,111.0,Released,5.7,81.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.40598035476556793,False,461.7,edko films,no producer,3,8.632120425
33041,0.0,20000000.0,314365,tt1895587,en,spotlight,"the true story of how the boston globe uncovered the massive scandal of child abuse and the cover-up within the local catholic archdiocese, shaking the entire catholic church to its core.",8.62,2015-11-06,88346473,128.0,Released,7.8,2751.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9489822363640816,False,21457.8,universal pictures,participant media,1,3.41732365
33043,0.0,1000000.0,336050,tt3808342,hu,saul fia,"in the horror of 1944 auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son.",6.403937,2015-06-11,1777043,107.0,Released,7.1,285.0,independent Movie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5794384700152613,False,2023.5,laokoon filmgroup,hungarian national film fund,9,0.777043
33049,0.0,19000000.0,245698,tt1596345,en,pawn sacrifice,american chess champion bobby fischer prepares for a legendary match-up against russian boris spassky.,7.399209,2015-09-16,5578519,115.0,Released,6.7,272.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7450915476255391,False,1822.4,palmstar media,gail katz productions,1,-0.7063937368421053
33050,0.0,10000000.0,325348,tt3072482,en,hardcore henry,"henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, akan, and his army of mercenaries. fighting alongside henry is jimmy, who is henry's only hope to make it through the day. hardcore takes place over the course of one day, in moscow, russia.",8.62,2015-09-12,14333790,97.0,Released,6.2,780.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9344124111224912,False,4836.0,bazelevs production,huayi brothers media,2,0.433379
33063,0.0,20000000.0,295964,tt2503944,en,burnt,"adam jones is a chef who destroyed his career with drugs and diva behavior. he cleans up and returns to london, determined to redeem himself by spearheading a top restaurant that can gain three michelin stars.",8.066726,2015-10-02,36606743,100.0,Released,6.3,974.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8561930810829051,False,6136.2,double feature films,peapie films,2,0.83033715
33115,0.0,4100000.0,205017,tt2224317,hi,lootera,"the year is 1953. a visiting archaeologist called varun shrivastav comes to the village of manikpur in west bengal to excavate the temple grounds of the local zamindar. with knowledge and experience beyond his young demeanour, varun greatly impresses the zamindar and his family. especially pakhi, the zamindar's feisty and only daughter, who finds herself irrevocably drawn towards him. but varun isn't all he seems on the surface. and as the simmering attraction between him and pakhi leads to a tender and deep love, he is forced to choose between her and his past. making his choice, varun disappears. pakhi struggles to move on with her life, determined to forget him and their relationship. until one day, when he returns under the most extraordinary circumstances. inspired from o. henry's ""the last leaf"", lootera is the uplifting story of two lovers. of heartbreak, betrayal... and ultimate redemption.",1.296259,2013-04-04,4300000,136.0,Released,6.6,27.0,independent Movie,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2706834867385795,False,178.2,balaji motion pictures,phantom productions,1,0.04878048780487805
33163,0.0,7400000.0,268660,tt3668162,ml,ബാംഗ്ലൂർ ഡെയ്സ്,"a fun roller coaster ride about three young people, aju, divya and kuttan who are cousins, reach bangalore to dream, discover & explore!",0.955596,2014-05-30,1300000,172.0,Released,7.4,19.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.32738343848840273,False,140.6,weekend blockbusters,anwar rasheed entertainment,3,-0.8243243243243243
33164,0.0,220000.0,257160,tt3517192,ml,ഓം ശാന്തി ഓശാന,"pooja mathew (nazriya nazim), daughter of doctor mathew devasya (renji panicker) and annie(manju sathish), is a naughty school girl who loves trends. she has her best friends at her school neethu (akshaya), a flirt and dona (oshein mertil), a junk foodie. one day on her routine visit to rachel aunty, a wine maker (vinayaprasad), pooja comes to know the good side of a love marriage and decides to find a guy for her life. firstly, she turns to a best figured guy at her school, yardley, who is well known to all. later, on a visit to a water theme park, pooja meets giri (nivin pauly), a graduate, who is into farming and social activities at her village. pooja falls in love with giri and believes him to be the man for her life.",0.633359,2014-02-07,1500000,130.0,Released,6.9,8.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3810165666884356,False,55.2,ananya films,no producer,1,5.818181818181818
33167,0.0,2000000.0,49035,tt0242256,ta,அலைபாயுதே,"after a difficult romance in a class-divided society, the love birds find out marriage is not what they thought it would be.",0.570021,2000-04-14,6000000,156.0,Released,6.7,6.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3915585437858318,False,40.2,madras talkies,no producer,1,2.0
33173,0.0,3000000.0,38637,tt1180583,ta,vaaranam aayiram,"surya is away at war as his father, krisnan dies of lung cancer. as surya sits on a plane in combat gear heading into battle, he reminisces about his father's influence in his life. the film opens with the father krishnan's romance with malini, which in turn is contrasted with the son's aggressive courting of an engineering student meghana from a train ride in tamil nadu to her graduate studies in berkeley. the romance is swiftly followed by an extended period of professional and personal uncertainty, in which the son turns back to father figures to help him get back on his feet and seek out his true calling. well made, though overlong film, reportedly autobiographical about the director's own relationship with his father.",0.505589,2008-11-14,14000000,169.0,Released,7.5,13.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.40228260624974665,False,97.5,no producer,no producer,2,3.6666666666666665
33246,0.0,80000000.0,159824,tt2510894,en,hotel transylvania 2,"when the old-old-old-fashioned vampire vlad arrives at the hotel for an impromptu family get-together, hotel transylvania is in for a collision of supernatural old-school and modern day cool.",8.62,2015-09-21,473226958,89.0,Released,6.7,1528.0,Hotel Transylvania Collection,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4709379115703902,False,10237.6,columbia pictures,sony pictures animation,2,4.915336975
33292,0.0,18000.0,134474,tt0353496,ml,ഗോഡ്ഫാദർ,"the story of anjooran (n. n. pillai), and his four sons balaraman (thilakan), swaminathan (innocent), premachandran (bheeman raghu) and ramabhadran (mukesh) are in severe enmity with the anappara family.",0.646227,1991-03-03,700000,150.0,Released,6.9,4.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-0.37887481669176226,False,27.6,swargachitra,no producer,1,37.888888888888886
33293,0.0,500000.0,69407,tt0442781,en,varalaru,"shiva, the ageing business tycoon, bound to his wheelchair, sharing a strong bonding with his son vishnu. indulgent, while vishnu whiles away his time with his cronies taking life easy. but then suddenly vishnu starts behaving out of character, his drunken bouts and acts causing the father much shame and embarrassment. and when vishnu professes to remember nothing of what he had done, the father takes him to a psychiatrist.",0.482527,2006-10-20,500000,157.0,Released,6.1,6.0,independent Movie,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4061210456671604,False,36.599999999999994,nic arts,no producer,1,0.0
33321,0.0,7000000.0,306745,tt1658801,en,freeheld,new jersey car mechanic stacie andree and her police detective girlfriend laurel hester both battle to secure hester's pension benefits after she was diagnosed with a terminal illness.,4.955317,2015-10-02,573335,103.0,Released,7.1,168.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.33833014858373234,False,1192.8,double feature films,endgame entertainment,1,-0.918095
33322,0.0,10000000.0,314385,tt3707106,en,by the sea,"set in france during the mid-1970s, vanessa, a former dancer, and her husband roland, an american writer, travel the country together. they seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",8.62,2015-11-12,3727746,122.0,Released,5.4,159.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6127467939270608,False,858.6,plan b entertainment,jolie pas,3,-0.6272254
33324,0.0,64000000.0,309809,tt1754656,en,the little prince,"based on the best-seller book 'the little prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. everything will change when accidentally she discovers her neighbor that will tell her about the story of the little prince that he once met.",8.62,2015-07-29,97571250,92.0,Released,7.6,771.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.407147449126731,False,5859.599999999999,onyx films,netflix,1,0.52455078125
33356,0.0,149000000.0,297762,tt0451279,en,wonder woman,an amazon princess comes to the world of man to become the greatest of the female superheroes.,8.62,2017-05-30,820580447,141.0,Released,7.2,5025.0,Wonder Woman Collection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,48.50302534965006,True,36180.0,dune entertainment,atlas entertainment,2,4.507251322147651
33361,0.0,18000000.0,339988,tt4287320,en,the circle,"a young tech worker takes a job at a greedy internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. she comes to learn that her decisions and actions will have no effect whatsoever.",8.62,2017-04-27,20497844,110.0,Released,5.4,1015.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,14.233395289458478,True,5481.0,likely story,playtone,1,0.13876911111111112
33362,0.0,46000000.0,68730,tt0490215,en,silence,"two jesuit priests travel to seventeenth century japan which has, under the tokugawa shogunate, banned catholicism and almost all foreign contact.",8.62,2016-12-22,23737523,161.0,Released,7.0,754.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.87191884920526,False,5278.0,catchplay,waypoint entertainment,2,-0.48396689130434783
33369,0.0,40000000.0,296098,tt3682448,en,bridge of spies,"during the cold war, the soviet union captures u.s. pilot francis gary powers after shooting down his u-2 spy plane. sentenced to 10 years in prison, powers' only hope is new york lawyer james donovan, recruited by a cia operative to negotiate his release. donovan boards a plane to berlin, hoping to win the young man's freedom through a prisoner exchange. if all goes well, the russians would get rudolf abel, the convicted spy who donovan defended in court.",8.62,2015-10-15,165478348,141.0,Released,7.2,2633.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.7951081179754835,False,18957.600000000002,dreamworks skg,amblin entertainment,3,3.1369587
33494,0.0,2000000.0,44250,tt0419663,en,cruel world,"millions witnessed philip markham's public humiliation when he got dumped by catherine, the beautiful star of a popular dating show, and now - several years and reality series later - he wants revenge. after taking catherine captive, he lures nine unsuspecting co-eds to her luxurious mansion in the middle of nowhere, trapping the contestants in his own sick version of reality tv - where the challenges are bizarre, the danger is real and death is just a competition away.",0.262437,2005-09-01,16344,88.0,Released,4.8,6.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4427528265785556,False,28.799999999999997,primetime pictures,emergence entertainment,2,-0.991828
33533,0.0,22000000.0,270487,tt0475290,en,"hail, caesar!","tells the comedic tale of eddie mannix, a fixer who worked for the hollywood studios in the 1950s. the story finds him at work when a star mysteriously disappears in the middle of filming.",8.62,2016-02-05,63647656,106.0,Released,5.7,1338.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3845801815988368,False,7626.6,universal pictures,mike zoss productions,1,1.8930752727272728
